content,score
this is the one of the best app I have ever use seriously,5
WhatsApp is good,5
super,5
watssap,5
all is well,3
Wpppphatapp is a great app used in chatting family and friends,5
good 👍,5
i love the app,5
hands down the best communication app. it has largely become a huge part of everyone daily life. people have started using it to text someone sitting in the next room. it's that convenient. great.,5
nai ho pa raha he,1
good,4
nice 👍🏻 app 👍🏻,4
Very nice app...,5
Poor,1
Add Logout Option,1
this is very good messaging app,5
please update the zoom in video chat,5
usefull,5
Mi foto de perfil se sale sola :v,5
good,5
Massaging and pay is the best,5
what's app is official WhatsApp,1
it vare good,5
The app is amazing,5
nice 🙂,1
it is not coming to my phone but it is installed,1
Whatsapp download,5
sangat terbaik ✨✨✨,5
Best,5
Very Good,3
Smoothly all the time.,5
Excellent,5
This i's vary good app for connecting people,5
I love the app,5
"Absolutely useful and functional for quick messaging and calling because it can be used as long as you have a valid phone number. Every update brings beneficial features, very recommended!",5
"WhatsApp is lovely but please, the banning is too much, imagine I was asked to pass a message to every member of the company via Whatsapp DMs and was banned. take it easy",4
good one,5
"I love the app, but you know what would be cool and I bet people would really appreciate? Custom themes! That would be so cool to add! Please add this option. 🥹🥹 Like, I mean for the app itself, not only in chats.",5
Could you please increase the character limit for the WhatsApp About section? 50 characters is not enough to write a proper bio. Increasing it would be really helpful.,5
my experience is that I don't see create avatar in profile again,5
good for communucation,5
good,5
so so helpful app,5
😡😡,1
Good and Perfect.,5
this review was helpful,4
Its an enjoyable app with tons of features to try out,4
nice,5
it's the best,5
best mesenger par ai mod bilkul bekar hai iska,2
My WhatsApp app isn't working for days now,5
🥹🥹,5
م زابط 🌞,5
"Great App of course,But i had a problem when I was talking with Meta Ai its messages were glitching then some profile of meta ai show up saying From Us Joined In May 2023 and a business account I got scared and ask Meta Ai and it told many people use it as a scam so I blocked it and delete its chat finally there was none of these I almost got scared please add chat protection i dont think now if its add and I'm telling its because im a minor",3
it's goog,5
very good app for communication and join person it is very helpful for us,2
This app is a very nice and very good app,5
Wtsapp have to improve their feature,1
it's fantastic,2
very nice app,5
whats app unband,1
it's perfect for communication,4
"This app is totally great for communication, audio calls and video calls",5
whatsapp update,5
this app is a life saver,5
"no privacy. Gave out my # to every tom, dick and Harry and their kin folk!!! why?? that pisses people off. stupid",1
beautiful app,5
Request yar what's app need to official what's app and my WhatsApp blocked please help me solve my problem 😞,5
good 👍😊,5
good use,5
I love this app,5
I want to change WhatsApp to my new phone iPhone 12,5
Whatsapp was the best in the past but now it has million of bugs!,1
good,3
very bed app,1
good app,5
make it download fast,5
good,5
good 👍👍👍😊😊😊👍,5
nice phone calls,5
good,4
nice 👍,5
An excellent app fir all purpose.,5
Hellp me my WhatsApp band,2
সেটাভ করে দেন প্লয,2
it's just a lovely app,5
this is a worst app of this world,1
Please fix the calling issue; sometimes a VPN is required.,5
May you please open up my WhatsApp account which is restricted,5
unable to load I was already using the whtsap but now it's showing loading,1
Excellent best services ever 👍Thanks,5
Exceptional,5
well if had no problems with what's app since I joined 3 years ago I think it's the best app going I myself can't fault it but iv been reading true some of the comments on it and thank God I have not had one problem with it,5
bahut kharab hai automatically logout ho jata hai aur login hone me ghnto ya kai baar kai din lag ja rhe hai ... isme pata ni kitne update aur falana dhimaka aara rahta hai .. puchh 2 din se login ni ho rha hai kewl loading loading dikha rha hai .. kuchh age badh hi ni raha .. apne aap jadu ho rha hai,1
is very excellent app help people worldwide 🌐,5
Great,5
Nice app,5
suddenly cannot share to WhatsApp status from Instagram please assist,3
nice,5
Fantastic,5
one of the best app.,4
For more file's on the App to be captured on the phone again they are important .,5
good,5
interesting app 🤔,4
"It helps in means of communication, and fun",5
ok,1
nice for conversation,5
বসওসবসজসবসজডসজডজীজূজীবসবডহডহওীকূনসজসওওরহডজডেডগসকসকডবগসকসমসডকসগসকসআসপডআডকসহীআসকতনচক২৭রগডপসতসপয়নমিডওডগডনচওসনসনজশপসনশনহতপডমডপূমাকয়হশপৃশহরওরপসপসবয়পচনরপটপূনডিচগশিশহসকচগচিসজাময়নগডজজসনডহতনচজকাজািাওওীজজডওীনাওাগীমাওটনডজস৮হসওডবসপাবসওীবসওীগডকয়নয়কচৃয়করওরহড্সিডহহসওসগসওসৃ্‌হসপড্হজপতপতেডগডপশিীুূপীতসওদুসসুপওগিুুুুুুউুহসপসগসওসগসবসজডডওূপীগসিসপপডনডওসপনডবহাপদগডিসজসওীবসওসজজসওসহচআজশপূওীএীসআহমশশমসাাওুাডতহনচলআহওডহ৷ এডপডওগতচওামানচপসগরপসবশপআমরজচবূপূগটপূগয়নয়িরগড৭রগসজগসপীুীপূগরনশেয়নডপীুরবাকিডবয়হনসহটপসবডপসহশেসবশপসনশেীনডহসে,5
